"Year","Ceremony","Award","Winner","Name","Film","Year_numeric","script_id","imdb_id","total_words","characters","year","title"
"2001",74,"Music (Original Score)",1,"The Lord of the Rings: The Fellowship of the Ring","Howard Shore",2001,1115,"tt0120737",8695,14,2001,"The Lord of the Rings: The Fellowship of the Ring"
"2001",74,"Makeup and Hairstyling",1,"The Lord of the Rings: The Fellowship of the Ring","Peter Owen, Richard Taylor",2001,1115,"tt0120737",8695,14,2001,"The Lord of the Rings: The Fellowship of the Ring"
"2001",74,"Film Editing",1,"Black Hawk Down","Pietro Scalia",2001,7243,"tt0265086",7647,24,2001,"Black Hawk Down"
"2001",74,"Directing",1,"A Beautiful Mind","Ron Howard",2001,5820,"tt0268978",7983,10,2001,"A Beautiful Mind"
"2001",74,"Cinematography",1,"The Lord of the Rings: The Fellowship of the Ring","Andrew Lesnie",2001,1115,"tt0120737",8695,14,2001,"The Lord of the Rings: The Fellowship of the Ring"
"2003",76,"Animated Feature Film",1,"Finding Nemo","Andrew Stanton",2003,2296,"tt0266543",18962,19,2003,"Finding Nemo"
"2001",74,"Animated Feature Film",1,"Shrek","Aron Warner",2001,3331,"tt0126029",20534,6,2001,"Shrek"
"2000",73,"Writing (Adapted Screenplay)",1,"Traffic","Screenplay by Stephen Gaghan",2000,1423,"tt0181865",9895,20,2000,"Traffic"
"2000",73,"Visual Effects",1,"Gladiator","John Nelson, Neil Corbould, Tim Burke, Rob Harvey",2000,2408,"tt0172495",18372,12,2000,"Gladiator"
"2005",78,"Costume Design",1,"Memoirs of a Geisha","Colleen Atwood",2005,4608,"tt0397535",5890,10,2005,"Memoirs of a Geisha"
"2000",73,"Sound Mixing",1,"Gladiator","Scott Millan, Bob Beemer, Ken Weston",2000,2408,"tt0172495",18372,12,2000,"Gladiator"
"2012",85,"Cinematography",1,"Life of Pi","Claudio Miranda",2012,2769,"tt0454876",7203,8,2012,"Life of Pi"
"2000",73,"Best Picture",1,"Gladiator","Douglas Wick, David Franzoni and Branko Lustig, Producers",2000,2408,"tt0172495",18372,12,2000,"Gladiator"
"2000",73,"Film Editing",1,"Traffic","Stephen Mirrione",2000,1423,"tt0181865",9895,20,2000,"Traffic"
"2000",73,"Directing",1,"Traffic","Steven Soderbergh",2000,1423,"tt0181865",9895,20,2000,"Traffic"
"2000",73,"Costume Design",1,"Gladiator","Janty Yates",2000,2408,"tt0172495",18372,12,2000,"Gladiator"
"1999",72,"Writing (Original Screenplay)",1,"American Beauty","Alan Ball",1999,1615,"tt0169547",16724,9,1999,"American Beauty"
"1999",72,"Writing (Adapted Screenplay)",1,"The Cider House Rules","John Irving",1999,806,"tt0124315",10444,17,1999,"The Cider House Rules"
"1999",72,"Visual Effects",1,"The Matrix","John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",1999,1141,"tt0133093",5713,6,1999,"The Matrix"
"1999",72,"Best Picture",1,"American Beauty","Bruce Cohen and Dan Jinks, Producers",1999,1615,"tt0169547",16724,9,1999,"American Beauty"
"2003",76,"Cinematography",1,"Master and Commander: The Far Side of the World","Russell Boyd",2003,2865,"tt0311113",8524,16,2003,"Master and Commander: The Far Side of the World"
"1999",72,"Film Editing",1,"The Matrix","Zach Staenberg",1999,1141,"tt0133093",5713,6,1999,"The Matrix"
"1999",72,"Directing",1,"American Beauty","Sam Mendes",1999,1615,"tt0169547",16724,9,1999,"American Beauty"
"1999",72,"Cinematography",1,"American Beauty","Conrad L. Hall",1999,1615,"tt0169547",16724,9,1999,"American Beauty"
"1999",72,"Art Direction",1,"Sleepy Hollow","Art Direction: Rick Heinrichs; Set Decoration: Peter Young",1999,3358,"tt0162661",13480,10,1999,"Sleepy Hollow"
"1998",71,"Writing (Original Screenplay)",1,"Shakespeare in Love","Marc Norman, Tom Stoppard",1998,3306,"tt0138097",18588,18,1998,"Shakespeare in Love"
"2005",78,"Music (Original Score)",1,"Brokeback Mountain","Gustavo Santaolalla",2005,8765,"tt0388795",3422,5,2005,"Brokeback Mountain"
"1998",71,"Writing (Adapted Screenplay)",1,"Gods and Monsters","Bill Condon",1998,2419,"tt0120684",23236,11,1998,"Gods and Monsters"
"1998",71,"Sound Effects Editing",1,"Saving Private Ryan","Gary Rydstrom, Richard Hymns",1998,3270,"tt0120815",10048,7,1998,"Saving Private Ryan"
"2005",78,"Cinematography",1,"Memoirs of a Geisha","Dion Beebe",2005,4608,"tt0397535",5890,10,2005,"Memoirs of a Geisha"
"1998",71,"Sound Mixing",1,"Saving Private Ryan","Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",1998,3270,"tt0120815",10048,7,1998,"Saving Private Ryan"
"1998",71,"Best Picture",1,"Shakespeare in Love","David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",1998,3306,"tt0138097",18588,18,1998,"Shakespeare in Love"
"1998",71,"Music (Original Score)",1,"Shakespeare in Love","Stephen Warbeck",1998,3306,"tt0138097",18588,18,1998,"Shakespeare in Love"
"1998",71,"Music (Original Score)",1,"Life Is Beautiful","Nicola Piovani",1998,5916,"tt0118799",8561,11,1997,"Life Is Beautiful"
"1998",71,"Makeup and Hairstyling",1,"Elizabeth","Jenny Shircore",1998,7124,"tt0127536",8121,14,1998,"Elizabeth"
"1998",71,"Foreign Language Film",1,"Life Is Beautiful","Italy",1998,5916,"tt0118799",8561,11,1997,"Life Is Beautiful"
"1998",71,"Film Editing",1,"Saving Private Ryan","Michael Kahn",1998,3270,"tt0120815",10048,7,1998,"Saving Private Ryan"
"1998",71,"Directing",1,"Saving Private Ryan","Steven Spielberg",1998,3270,"tt0120815",10048,7,1998,"Saving Private Ryan"
"1998",71,"Costume Design",1,"Shakespeare in Love","Sandy Powell",1998,3306,"tt0138097",18588,18,1998,"Shakespeare in Love"
"1998",71,"Cinematography",1,"Saving Private Ryan","Janusz Kaminski",1998,3270,"tt0120815",10048,7,1998,"Saving Private Ryan"
"1998",71,"Art Direction",1,"Shakespeare in Love","Art Direction: Martin Childs; Set Decoration: Jill Quertier",1998,3306,"tt0138097",18588,18,1998,"Shakespeare in Love"
"2009",82,"Film Editing",1,"The Hurt Locker","Bob Murawski and Chris Innis",2009,7563,"tt0887912",5392,8,2008,"The Hurt Locker"
"1997",70,"Writing (Original Screenplay)",1,"Good Will Hunting","Ben Affleck, Matt Damon",1997,2427,"tt0119217",22406,8,1997,"Good Will Hunting"
"1997",70,"Writing (Adapted Screenplay)",1,"L.A. Confidential","Brian Helgeland, Curtis Hanson",1997,1080,"tt0119488",9487,14,1997,"L.A. Confidential"
"2015",88,"Directing",1,"The Revenant","Alejandro G. Iñárritu",2015,8257,"tt1663202",5396,10,2015,"The Revenant"
"1997",70,"Visual Effects",1,"Titanic","Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"2013",86,"Music (Original Score)",1,"Gravity","Steven Price",2013,2445,"tt1454468",5669,3,2013,"Gravity"
"1997",70,"Sound Effects Editing",1,"Titanic","Tom Bellfort, Christopher Boyes",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"1997",70,"Sound Mixing",1,"Titanic","Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"1997",70,"Best Picture",1,"Titanic","James Cameron and Jon Landau, Producers",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"1997",70,"Music (Original Score)",1,"Titanic","James Horner",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"1997",70,"Makeup and Hairstyling",1,"Men in Black","Rick Baker, David LeRoy Anderson",1997,1148,"tt0119654",6833,10,1997,"Men in Black"
"1997",70,"Film Editing",1,"Titanic","Conrad Buff, James Cameron, Richard A. Harris",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"1997",70,"Directing",1,"Titanic","James Cameron",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"1999",72,"Sound Mixing",1,"The Matrix","John Reitz, Gregg Rudloff, David Campbell, David Lee",1999,1141,"tt0133093",5713,6,1999,"The Matrix"
"1997",70,"Costume Design",1,"Titanic","Deborah L. Scott",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"1997",70,"Cinematography",1,"Titanic","Russell Carpenter",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"1997",70,"Art Direction",1,"Titanic","Art Direction: Peter Lamont; Set Decoration: Michael Ford",1997,5136,"tt0120338",12508,20,1997,"Titanic"
"2008",81,"Visual Effects",1,"The Curious Case of Benjamin Button","Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",2008,8802,"tt0421715",12944,18,2008,"The Curious Case of Benjamin Button"
"1996",69,"Writing (Original Screenplay)",1,"Fargo","Ethan Coen, Joel Coen",1996,2267,"tt0116282",16380,16,1996,"Fargo"
"1996",69,"Writing (Adapted Screenplay)",1,"Sling Blade","Billy Bob Thornton",1996,3361,"tt0117666",29140,21,1996,"Sling Blade"
"2010",83,"Costume Design",1,"Alice in Wonderland","Colleen Atwood",2010,3816,"tt1014759",5398,10,2010,"Alice in Wonderland"
"1996",69,"Visual Effects",1,"Independence Day","Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",1996,1030,"tt0116629",6051,15,1996,"Independence Day"
"1996",69,"Sound Effects Editing",1,"The Ghost and the Darkness","Bruce Stambler",1996,2391,"tt0116409",10104,8,1996,"The Ghost and the Darkness"
"1996",69,"Sound Mixing",1,"The English Patient","Walter Murch, Mark Berger, David Parker, Chris Newman",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1996",69,"Best Picture",1,"The English Patient","Saul Zaentz, Producer",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1996",69,"Music (Original Score)",1,"Emma","Rachel Portman",1996,5306,"tt0116191",11759,9,1996,"Emma"
"1996",69,"Music (Original Score)",1,"The English Patient","Gabriel Yared",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1996",69,"Film Editing",1,"The English Patient","Walter Murch",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1996",69,"Directing",1,"The English Patient","Anthony Minghella",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1996",69,"Costume Design",1,"The English Patient","Ann Roth",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1996",69,"Cinematography",1,"The English Patient","John Seale",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1996",69,"Art Direction",1,"The English Patient","Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1995",68,"Writing (Original Screenplay)",1,"The Usual Suspects","Christopher McQuarrie",1995,5179,"tt0114814",11753,12,1995,"The Usual Suspects"
"1995",68,"Writing (Adapted Screenplay)",1,"Sense and Sensibility","Emma Thompson",1995,3293,"tt0114388",33536,16,1995,"Sense and Sensibility"
"1995",68,"Sound Effects Editing",1,"Braveheart","Lon Bender, Per Hallberg",1995,771,"tt0112573",5897,14,1995,"Braveheart"
"1995",68,"Music (Original Score)",1,"Pocahontas","Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken",1995,8652,"tt0114148",6144,10,1995,"Pocahontas"
"1995",68,"Makeup and Hairstyling",1,"Braveheart","Peter Frampton, Paul Pattison, Lois Burwell",1995,771,"tt0112573",5897,14,1995,"Braveheart"
"1995",68,"Directing",1,"Braveheart","Mel Gibson",1995,771,"tt0112573",5897,14,1995,"Braveheart"
"1995",68,"Cinematography",1,"Braveheart","John Toll",1995,771,"tt0112573",5897,14,1995,"Braveheart"
"2015",88,"Actress in a Leading Role",1,"Brie Larson","Room",2015,5462,"tt3170832",8112,10,2015,"Room"
"2015",88,"Actor in a Supporting Role",1,"Mark Rylance","Bridge of Spies",2015,5388,"tt3682448",9231,16,2015,"Bridge of Spies"
"1995",68,"Best Picture",1,"Braveheart","Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",1995,771,"tt0112573",5897,14,1995,"Braveheart"
"2015",88,"Actor in a Leading Role",1,"Leonardo DiCaprio","The Revenant",2015,8257,"tt1663202",5396,10,2015,"The Revenant"
"2014",87,"Actress in a Supporting Role",1,"Patricia Arquette","Boyhood",2014,5386,"tt1065073",16601,19,2014,"Boyhood"
"2009",82,"Visual Effects",1,"Avatar","Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",2009,1718,"tt0499549",17432,15,2009,"Avatar"
"2014",87,"Actress in a Leading Role",1,"Julianne Moore","Still Alice",2014,6911,"tt3316960",9051,8,2014,"Still Alice"
"2014",87,"Actor in a Supporting Role",1,"J.K. Simmons","Whiplash",2014,6905,"tt2582802",8892,9,2014,"Whiplash"
"2014",87,"Actor in a Leading Role",1,"Eddie Redmayne","The Theory of Everything",2014,5502,"tt2980516",5905,12,2014,"The Theory of Everything"
"2013",86,"Actress in a Supporting Role",1,"Lupita Nyong'o","12 Years a Slave",2013,1517,"tt2024544",19628,28,2013,"12 Years a Slave"
"2013",86,"Actress in a Leading Role",1,"Cate Blanchett","Blue Jasmine",2013,8479,"tt2334873",3631,7,2013,"Blue Jasmine"
"2013",86,"Actor in a Supporting Role",1,"Jared Leto","Dallas Buyers Club",2013,4065,"tt0790636",7363,11,2013,"Dallas Buyers Club"
"2013",86,"Actor in a Leading Role",1,"Matthew McConaughey","Dallas Buyers Club",2013,4065,"tt0790636",7363,11,2013,"Dallas Buyers Club"
"2012",85,"Actress in a Supporting Role",1,"Anne Hathaway","Les Misérables",2012,2754,"tt1707386",14056,21,2012,"Les Misérables"
"2011",84,"Actress in a Leading Role",1,"Meryl Streep","The Iron Lady",2011,2634,"tt1007029",6970,10,2011,"The Iron Lady"
"2011",84,"Actress in a Supporting Role",1,"Octavia Spencer","The Help",2011,2530,"tt1454029",23491,17,2011,"The Help"
"2011",84,"Actor in a Supporting Role",1,"Christopher Plummer","Beginners",2011,1796,"tt1532503",11363,7,2010,"Beginners"
"2010",83,"Actress in a Supporting Role",1,"Melissa Leo","The Fighter",2010,2289,"tt0964517",14005,8,2010,"The Fighter"
"2012",85,"Production Design",1,"Lincoln","Production Design: Rick Carter; Set Decoration: Jim Erickson",2012,2777,"tt0443272",13850,25,2012,"Lincoln"
"2008",81,"Writing (Original Screenplay)",1,"Milk","Written by Dustin Lance Black",2008,1153,"tt1013753",11126,14,2008,"Milk"
"2010",83,"Actress in a Leading Role",1,"Natalie Portman","Black Swan",2010,1841,"tt0947798",4391,5,2010,"Black Swan"
"2010",83,"Actor in a Supporting Role",1,"Christian Bale","The Fighter",2010,2289,"tt0964517",14005,8,2010,"The Fighter"
"2009",82,"Actress in a Leading Role",1,"Sandra Bullock","The Blind Side",2009,1855,"tt0878804",15034,19,2009,"The Blind Side"
"2009",82,"Actor in a Supporting Role",1,"Christoph Waltz","Inglourious Basterds",2009,4423,"tt0361748",15888,20,2009,"Inglourious Basterds"
"2000",73,"Writing (Original Screenplay)",1,"Almost Famous","Written by Cameron Crowe",2000,1606,"tt0181875",23250,20,2000,"Almost Famous"
"2009",82,"Actor in a Leading Role",1,"Jeff Bridges","Crazy Heart",2009,4050,"tt1263670",10566,11,2009,"Crazy Heart"
"2008",81,"Actress in a Supporting Role",1,"Penélope Cruz","Vicky Cristina Barcelona",2008,5185,"tt0497465",13623,8,2008,"Vicky Cristina Barcelona"
"2008",81,"Actress in a Leading Role",1,"Kate Winslet","The Reader",2008,3178,"tt0976051",14304,16,2008,"The Reader"
"2012",85,"Best Picture",1,"Argo","Grant Heslov, Ben Affleck and George Clooney, Producers",2012,1691,"tt1024648",9264,18,2012,"Argo"
"2008",81,"Actor in a Leading Role",1,"Sean Penn","Milk",2008,1153,"tt1013753",11126,14,2008,"Milk"
"2014",87,"Film Editing",1,"Whiplash","Tom Cross",2014,6905,"tt2582802",8892,9,2014,"Whiplash"
"2007",80,"Actress in a Supporting Role",1,"Tilda Swinton","Michael Clayton",2007,4619,"tt0465538",7696,12,2007,"Michael Clayton"
"2007",80,"Actor in a Supporting Role",1,"Javier Bardem","No Country for Old Men",2007,6150,"tt0477348",8320,14,2007,"No Country for Old Men"
"2007",80,"Actor in a Leading Role",1,"Daniel Day-Lewis","There Will Be Blood",2007,6000,"tt0469494",8052,10,2007,"There Will Be Blood"
"2008",81,"Actor in a Supporting Role",1,"Heath Ledger","The Dark Knight",2008,2106,"tt0468569",33536,35,2008,"The Dark Knight"
"2006",79,"Actress in a Leading Role",1,"Helen Mirren","The Queen",2006,1258,"tt0436697",5557,8,2006,"The Queen"
"2006",79,"Actor in a Supporting Role",1,"Alan Arkin","Little Miss Sunshine",2006,4540,"tt0449059",8446,10,2006,"Little Miss Sunshine"
"2005",78,"Actor in a Supporting Role",1,"George Clooney","Syriana",2005,3492,"tt0365737",17300,30,2005,"Syriana"
"1999",72,"Sound Effects Editing",1,"The Matrix","Dane A. Davis",1999,1141,"tt0133093",5713,6,1999,"The Matrix"
"2005",78,"Actor in a Leading Role",1,"Philip Seymour Hoffman","Capote",2005,1955,"tt0379725",22494,16,2005,"Capote"
"2010",83,"Cinematography",1,"Inception","Wally Pfister",2010,2598,"tt1375666",15084,10,2010,"Inception"
"2004",77,"Actress in a Supporting Role",1,"Cate Blanchett","The Aviator",2004,7214,"tt0338751",14767,15,2004,"The Aviator"
"2004",77,"Actress in a Leading Role",1,"Hilary Swank","Million Dollar Baby",2004,5930,"tt0405159",10552,10,2004,"Million Dollar Baby"
"2004",77,"Actor in a Supporting Role",1,"Morgan Freeman","Million Dollar Baby",2004,5930,"tt0405159",10552,10,2004,"Million Dollar Baby"
"2015",88,"Foreign Language Film",1,"Son of Saul","Hungary",2015,5499,"tt3808342",1387,5,2015,"Son of Saul"
"2003",76,"Actress in a Supporting Role",1,"Renée Zellweger","Cold Mountain",2003,2033,"tt0159365",23842,23,2003,"Cold Mountain"
"2003",76,"Actor in a Supporting Role",1,"Tim Robbins","Mystic River",2003,7502,"tt0327056",10760,14,2003,"Mystic River"
"2010",83,"Actor in a Leading Role",1,"Colin Firth","The King's Speech",2010,2708,"tt1504320",15320,13,2010,"The King's Speech"
"2003",76,"Actor in a Leading Role",1,"Sean Penn","Mystic River",2003,7502,"tt0327056",10760,14,2003,"Mystic River"
"2012",85,"Actor in a Leading Role",1,"Daniel Day-Lewis","Lincoln",2012,2777,"tt0443272",13850,25,2012,"Lincoln"
"2002",75,"Actor in a Leading Role",1,"Adrien Brody","The Pianist",2002,3092,"tt0253474",10650,17,2002,"The Pianist"
"2001",74,"Actress in a Supporting Role",1,"Jennifer Connelly","A Beautiful Mind",2001,5820,"tt0268978",7983,10,2001,"A Beautiful Mind"
"2001",74,"Actress in a Leading Role",1,"Halle Berry","Monster's Ball",2001,2944,"tt0285742",3557,7,2001,"Monster's Ball"
"2001",74,"Actor in a Leading Role",1,"Denzel Washington","Training Day",2001,3589,"tt0139654",9148,9,2001,"Training Day"
"2000",73,"Actress in a Leading Role",1,"Julia Roberts","Erin Brockovich",2000,4169,"tt0195685",14785,14,2000,"Erin Brockovich"
"2000",73,"Actor in a Supporting Role",1,"Benicio Del Toro","Traffic",2000,1423,"tt0181865",9895,20,2000,"Traffic"
"2004",77,"Writing (Original Screenplay)",1,"Eternal Sunshine of the Spotless Mind","Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth",2004,2240,"tt0338013",23264,14,2004,"Eternal Sunshine of the Spotless Mind"
"2000",73,"Actor in a Leading Role",1,"Russell Crowe","Gladiator",2000,2408,"tt0172495",18372,12,2000,"Gladiator"
"1999",72,"Actor in a Supporting Role",1,"Michael Caine","The Cider House Rules",1999,806,"tt0124315",10444,17,1999,"The Cider House Rules"
"1999",72,"Actor in a Leading Role",1,"Kevin Spacey","American Beauty",1999,1615,"tt0169547",16724,9,1999,"American Beauty"
"2015",88,"Visual Effects",1,"Ex Machina","Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",2015,5400,"tt0470752",7598,4,2015,"Ex Machina"
"2004",77,"Animated Feature Film",1,"The Incredibles","Brad Bird",2004,1028,"tt0317705",5859,9,2004,"The Incredibles"
"1998",71,"Actress in a Supporting Role",1,"Judi Dench","Shakespeare in Love",1998,3306,"tt0138097",18588,18,1998,"Shakespeare in Love"
"1998",71,"Actress in a Leading Role",1,"Gwyneth Paltrow","Shakespeare in Love",1998,3306,"tt0138097",18588,18,1998,"Shakespeare in Love"
"1998",71,"Actor in a Supporting Role",1,"James Coburn","Affliction",1998,1559,"tt0118564",19800,12,1997,"Affliction"
"1998",71,"Actor in a Leading Role",1,"Roberto Benigni","Life Is Beautiful",1998,5916,"tt0118799",8561,11,1997,"Life Is Beautiful"
"1997",70,"Actress in a Supporting Role",1,"Kim Basinger","L.A. Confidential",1997,1080,"tt0119488",9487,14,1997,"L.A. Confidential"
"1997",70,"Actress in a Leading Role",1,"Helen Hunt","As Good as It Gets",1997,1702,"tt0119822",24318,12,1997,"As Good as It Gets"
"1997",70,"Actor in a Supporting Role",1,"Robin Williams","Good Will Hunting",1997,2427,"tt0119217",22406,8,1997,"Good Will Hunting"
"1997",70,"Actor in a Leading Role",1,"Jack Nicholson","As Good as It Gets",1997,1702,"tt0119822",24318,12,1997,"As Good as It Gets"
"1996",69,"Actress in a Supporting Role",1,"Juliette Binoche","The English Patient",1996,2224,"tt0116209",19058,14,1996,"The English Patient"
"1996",69,"Actress in a Leading Role",1,"Frances McDormand","Fargo",1996,2267,"tt0116282",16380,16,1996,"Fargo"
"1996",69,"Actor in a Supporting Role",1,"Cuba Gooding, Jr.","Jerry Maguire",1996,2679,"tt0116695",20432,14,1996,"Jerry Maguire"
"1995",68,"Special Achievement Award",1,"John Lasseter","Toy Story",1995,1421,"tt0114709",6204,11,1995,"Toy Story"
"1995",68,"Actor in a Supporting Role",1,"Kevin Spacey","The Usual Suspects",1995,5179,"tt0114814",11753,12,1995,"The Usual Suspects"
"1995",68,"Actor in a Leading Role",1,"Nicolas Cage","Leaving Las Vegas",1995,2745,"tt0113627",16334,8,1995,"Leaving Las Vegas"
"2002",75,"Actor in a Supporting Role",1,"Chris Cooper","Adaptation",2002,6407,"tt0268126",9680,7,2002,"Adaptation"
"2009",82,"Writing (Adapted Screenplay)",1,"Precious","Screenplay by Geoffrey Fletcher",2009,3124,"tt0929632",17650,11,2009,"Precious"
"2005",78,"Makeup and Hairstyling",1,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Howard Berger and Tami Lane",2005,5300,"tt0363771",4647,12,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"2009",82,"Actress in a Supporting Role",1,"Mo'Nique","Precious",2009,3124,"tt0929632",17650,11,2009,"Precious"
